resolution,summary
"an ordinance of the miami city commission amending ordinance no. 13114, the zoning ordinance of the city of miami, florida, as amended (miami 21 code), by amending article 1, titled definition s, article 3, titled general to zones to modify section 3.5.2, and article 5, titled specific to zones, to modify sections 5.6. 2; and appendix j: wynwood neighborhood revitalization district (nrd 1) of the miami 21 code, more specifically by amendin article 5, titled specific to zones in order to amend the definition of floorplates, introduce definition for mezzanine, amend building configuration requirements to provide flexibility in the design of buildings within t6 transect zones and establis hed setback areas, and allow walkway connections between towers located within nrd 1; containing severability clause and providing for an effective date. sponsor (s): commissioner ken russell applicant(s) arthur noriega v, city manager on behalf of city of miami purpose amendments to legislation pertaining to the miami 21 code, to amend the definition of floorplates, introduce definition for mezzanine, and amend building configuration requirements to provide flexibility in the design of buildings within the t6 transect zones and established setback areas, and allow walkway connections between towers located within nrd 1. find ing(s) planning department: recommended approval. planning, zoning and appeals board: scheduled on october 19, 2022. note for the record: pzab file id 12604 linked to this legislative file districts impacted: all city commission meeting agenda october 27, 2022 city of miami page 47 printed on 10 18 2022 pz.10 12770 ordinance first reading ordinance","An ordinance of the Miami city commission amending ordinance no.13114, the zoning ordinance of miami, florida, as amended, by amending article 1, titled definition s, article 3, titled general to zones to modify section 3.2, article 5, titled"
"an ordinance of the miami city commission amendin ordinance no. 13114, the zoning ordinance of the city of miami, florida, as amended, more specifically by amending article 4,table 4, titled stand ards and tables density, intensity and parking, to provide for specific parking relief to properties withi the t5 and t5o and ci transect zones for certain uses when the uses solely serve needs of children and are affiliated with an abutting approved rescue mission; containing severability clause; and providing for an immediate effective date. sponsor (s): commissioner manolo reyes applicant(s): arthur noriega v, city manager on behalf of city of miami purpose: this ordinance will amend article 1, section 1.2, titled definitions definitions of terms, and article 4,table 4, titled standards and ta bles density, intensity and parking, to provide for definition of neighborhood childrens resource center and to provide for specific parking reli ef to properties within the t5 and t5 transect zones for certain uses when part of neighborhood hildrens resource center that is affiliated with an approved rescue mission within 1,000 feet. finding(s): planning and zoning department: recommend ed approval. planning, zoning and appeals board: scheduled on november 16, 2022. note for the record: zab file id linked to this legislative file districts impacted: all end of planning and zoning item(s) city commission meeting agenda october 27, 2022 city of miami page 48 printed on 10 18 2022 fl future legislation pursuant to resolution 160303, any amendment to the city of miami code, or text amendment to the miami 21 code, ponsored or co sponsored by the city administration shall be published at least sixty (60) days prior to first reading for public comment in the fut ure legislation section of the city commission agenda. items placed in the future legislation section sha ll require no action from the city commission the public may submit their comments to futurele gislation@miamigov.com comments shall be accepted through the period indicated under each ordinance. onc the public comment period has closed, said public comments shall be included as supporting documentation to the legislation. the public comment pe riod shall re open for fifteen (15) days for additional public comment after the proposed amendment is publ ished after first reading. (under florida law, mail addresses are public records. if you do not want your mail address released in response to public records request or published pursuant to resolution 160303, do not send electronic mail to this entity. instead, contact the city commission or city administration by phone or in writing.) fl.1 12614 city managers office ordinance",An ordinance of the miami city commission amendin ordinance no. 13114 to provide specific parking relief to properties withi the t5 and t5o and ci transect zones for certain uses when the uses solely serve needs of children and are affiliated with an approved rescue mission
"an ordinance of the miami city commission amending ordinance no. 1311 4, the zoning ordinance of the city of miami, florida, as amended (miami 21 code), by amending article 1, titled definitions; article 6, titled supplemental regulations; amending article 7, titled procedures and nonconformities; and appendix a, titled neighborhood conservation district, to replace or strike references to the neighborhood enhancement team (net) from the miami 21 code; making findings; containing severability clause; and providing for an effective date. note for the record: 60 day public comment period: october 19, 2022 december 18, 2022 districts impacted: all city commission meeting agenda october 27, 2022 city of miami page 49 printed on 10 18 2022 fl.2 12615 city managers office ordinance","An ordinance of the Miami city commission amending the zoning ordinance of miami, florida."
"an ordinance of the miami city commission amending ordinance no. 10544, as amended, the miami comprehensive neighborhood plan, pursuant to expedited state review procedures established in section 163.3184, florida statut es, by amending the text within miami comprehensive neighborhood plan, specifically striking or replacing eferences to the neighborhood enhancement team within the future land use element; addressing the geography of the neighborhood enhancement team area for the parks, recreation and open space element; providing an appendix to the parks, recreation and ope space element which maps the neighborhood enhancement team areas; making findings; containing severability clause; and providing for an effective date. note for the record: 60 day public comment period: october 19, 2022 december 18, 2022 districts mpacted: all end of future legislation",An ordinance of the Miami city commission amending the miami comprehensive neighborhood plan.
"resolution of the miami city commission, with attachment(s), recommending to the historic and environmental preservation board its approval of the state historic preservation office nomination add the grove park historic district to the national register of historic places as the grove park historic district meets national register criterion a: the area is associated with events that have made significant contribution to the broad patterns our history in the area of community planning and development architecture, and national register criterion c: the properties embody the distinctive characteristics of type, period, or method of construction in the area of architecture. districts impac ted: district ca.2 12626 department of planning resolution",The Miami city commission recommends to the historic and environmental preservation board to add the grove park historic district to the national register of historic places.
"resolution of the miami city commission, with attachment(s), recommending to the historic and environmental preservation board its approval of the state historic preservation office nomina tion to add the flori coral apartments (da19579) to the national register of historic places as the flori coral apartments meets national register criterion c: the property embodies the distinctive characteristics of type, period, or method of constructi on in the area of architecture for its mediterranean revival style. districts impacted: district city commission meeting agenda november 17, 2022 city of miami page printed on 11 2022 ca.3 12895 department of planning resolution",The Miami city commission recommends to the historic and environmental preservation board to add the flori coral apartments to the national register of historic places.
"resolution of the miami city commission, with attachment(s), accepting public access easement from lmv ii wynwood holdings, lp (grantor), for non exclusive public access through the grantors' property located at 90 northwest 29 street between northwest 29 street and northwest 28 street, miami, florida, pursuant to appendix j, section 3.4 of ordinance no. 13 114, the zoning ordinance of the city of miami, florida, as amended, titled wynwood public benefits program; authorizing the city manager to negotiate and execute public access easement, in form acceptable to the city attorney, for said purpose. districts impacted: district ca.4 12687 department of police resolution",The Miami city commission accepts public access easement from wynwood holdings for non exclusive public access through the grantors' property.
"resolution of the miami city commission, with attachment(s), establishing new special revenue project titled 2022 bja fy 22 edward byrne memorial justice assistance grant program technology modernization project; authorizing the city manager to accept grant award from the united states department of justice, office of justice programs, bureau of justice assistance in the amount of $236,246.00, with no local match required; au thorizing the city manager to appropriate said award to the miami police department to provide funding for planning, evaluating, and implementing the technology modernization project; authorizing the city manager to execute grant award agreement, in subs tantially the attached form, with the grantor; further authorizing the city manager to designate the chief of police or other designee to negotiate and execute any and all other necessary documents, all in forms acceptable to the city attorney, in order to implement the acceptance and administration of the grant. districts impacted: all city commission meeting agenda november 17, 2022 city of miami page printed on 11 2022 ca.5 12686 department of real estate and asset management resolution",The Miami city commission established a new special revenue project titled 2022 bja fy 22 edward byrne memorial justice assistance grant program technology modernization project.
"resolution of the miami city commission, accepting the bids received on july 29, 2022, pursuant to invitation for bids (ifb) no. 1492386, from the lowest responsive and responsible bidders, seamar divers, llc, florida limited liability company (seamar), the primary vendor, and industrial divers corp. inc., florida profit corporation (industrial divers), the secondary vendor, for the provision of underwater visual inspection reporting repair services, on an as needed basis, for the city of miami (city) department of real estate asset management (dream), for an initial term of three (3) years with the option to renew for one (1) additional three (3) year period; allocating funding from dream general fund account no. 04002.221120.534000.0000.00000 and such other sources of funds from the user department, subject to the availability of funds and budgetary approval at the time of need; authorizing the city manager to negotiate and execute any and all documents, including any amendments, renewals, and extensions, subject to all allocations, appropriations, prior budgetary approvals, compliance with all applicable provisions of the code of the city of miami, florida, as amended (city code), including the citys procurement ordinance, anti deficiency act, and financial integrity principles, all as set forth in chapter 18 of the city code, in forms acceptable to the city attorney, and in compliance with all applicable laws, rules, and regulations, as may be deemed necessary for said purpose. districts impacted: all ca.6 12919 department of real estate and asset management resolution resolution the miami city commission authorizing the transfer of the workforce and affordable housing project at 1785 northwest 35th street, miami, florida, to dulce vida apartments, llc, florida limited liability company (dulce vida), which is an affiliate entity of miami bethany community services, inc., florida not for profit corporation (miami bethany); further authorizing the city manager to negotiate and execute any and all necessary documents, including amendments, all in forms acceptable to the city attorney, for said purpose. districts impacted: district city commission meeting agenda november 17, 2022 city of miami page printed on 11 2022 ca.7 12688 department of resilience and public works resolution","The miami city commission accepts bids received on July 29th, 2022, from the lowest responsive and responsible bidders, seamar divers, llc, florida limited liability company (seamar), the primary vendor, and industrial divers corporation (industrial divers), the secondary vendor"
"resolution of the miami city commission, with attachment(s), accepting twelve (12) right ofway deeds of dedication as describe in exhibit a, attached and incorporated (deeds), for right ofway purposes; approving and authorizing the recordation of the deeds in the public records of miami dade county, florida; further directing the city clerk to retain copy of the deeds. districts impacted: all ca.8 12706 department of resilience and public works resolution",The Miami city commission accepts twelve (12) right ofway deeds of dedication as described in exhibit a.
"resolution of the miami city commission, with attachment(s), vacating, discontinuing, and abandoning portion of the southern side of southwest 2nd street between outhwest 12 avenue and southwest 13 avenue, miami, florida, as more particularly described in exhibit a, attached and incorporated, containing approximately 375 square feet; further authorizing the city manager to execute quit claim deed, in form acc eptable to the city attorney, pursuant to section 255.22, florida statutes, in favor of ldg 1254 llc, florida limited liability company, the successor in interest of the original dedicator. districts impacted: district ca.9 12707 department of resil ience and public works resolution","The Miami city commission passed a resolution of the miami city commission with attachment, vacating, discontinuing, and abandoning a portion of the southern side of southwest 2nd street between outhwest 12 avenue and southwest 13 avenue."
"resolution of the miami city commission, with attachment(s), authorizing the city manager to execute public transportation grant agreement, in substantially the attached form, between the city of miami (city) and the florida department of transportation (fdot); accepting the state of florida contribution, in the amount of $1,020,450.00, for capital funding for up to two (2) additional transit vehicles. districts impacted: all city commission meeting agenda november 17, 2022 city of miami page printed on 11 2022 ca.10 12886 department of resilienc and public works resolution",The Miami city commission passed a resolution to execute public transportation grant agreement between the city of Miami and the florida department of transportation.
"resolution of the miami city commission, with attachments, authorizing amendment no. for the extension of the contract term to the professional services agreement (psa) with limousines of south florida, inc. (lsf), for the provision of municipal trolley operations services including twenty percent (20%) increase to the hourly service rate from $51.79 per service hour to $62.15 per service hour and to extend the psa for three (3) years with two (2) one (1) year options to renew, for request for proposals (rfp) no. 256244, authorized by resolution no. 12 0010, adopted on january 12, 2012; allocating funds from city of miami department of resilience and public works (rpw), subject to the availability of funds and bud getary approval at the time of need; authorizing the city manager to execute amendment no. in form acceptable to the city attorney; further authorizing the city manager to negotiate and execute all other documents, including any amendments, renewals, and extensions subject to allocations, appropriations and budgetary approval having been previously made, and in compliance with applicable provisions of the code of the city of miami, florida, as amended, (city code), including, the city of miamis proc urement ordinance, anti deficiency act, and financial integrity principles, all as set forth in chapter 18 of the city code, in form acceptable to the city attorney, and in compliance with applicable regulations, as may be necessary for said purpose. districts impacted: all ca.11 12854 office of capital improvements resolution","The Miami city commission adopted a resolution of the miami city commission to extend the contract term to the professional services agreement (psa) with limousines of south florida, inc. for the provision of municipal trolley operations services."
"resolution of the miami city commission, with attachment(s), authorizing the city manager to accept perpetual sidewalk and utility easements, all in forms acceptable to the cit attorney, from the owners of the private properties described in exhibit a, attached and incorporated, for the construction and maintenance of office of capital improvements project number 40 b183610; further authorizing the city manager to negotiate nd execute all other necessary documents, all in forms acceptable to the city attorney, related to the acceptance of said easements; further authorizing the city manager to record the easements in the public records of miami dade county; and providing for an effective date. districts impacted: district city commission meeting agenda november 17, 2022 city of miami page printed on 11 2022 ca.12 12855 office of capital improvements resolution",The Miami city commission passed a resolution to accept perpetual sidewalk and utility easements for the construction and maintenance of office of capital improvements project number 40 b183610.
"resolution of the miami city commission, with attachment(s), authorizing the city manager to accept perpetual sidewalk and utility easements, all forms acceptable to the city attorney, from the owners of the private properties described in exhibit a, attached and incorporated, for the construction and maintenance of office of capital improvements project number 40 b173613; further authorizing th city manager to negotiate and execute all other necessary documents, all in forms acceptable to the city attorney, related to the acceptance of said easements; further authorizing the city manager to record said easements in the public records of miami dade county; and providing for an effective date. sponsor (s): commissioner manolo reyes districts impacted: district ca.13 12889 office of the city attorney resolution",The Miami city commission approved a resolution of the miami city commission to accept perpetual sidewalk and utility easements from the owners of private properties.
"resolution of the miami city commission authorizing the director of finance to pay william reyes amado, without admission of liability, the total sum of $75,000.00 in full and complete settlement of any and all claims and demands, including all claims for attorneys' fees, against the city of miami and its officers, agents, and emp loyees (collectively, city) in the case styled william reyes amado vs. city of miami, pending in the circuit court for the eleventh judicial circuit in and for miami dade county, florida, case no.: 20 013399 ca 01, upon the execution of general release of all claims and demands brought for negligence pending in state court and dismissal of the city with prejudice; allocating funds from account no. 50001.301001.545011.0000.00000. districts impacted: all city commission meeting agenda november 17, 2022 city of miami page 10 printed on 11 2022 ca.14 12923 department of procurement resoluti on","The director of finance pays $75,000.00 in full and complete settlement of all claims and demands against the city of Miami and its officers, agents, and emp loyees."
"resolution of the miami city commission, with attachment(s), authorizing the city manager to accept and allocate passthrough grant award in the amount not to exceed one hundred seventy five thousand dollars ($175,000.00) (grant) from the health foundation of south florida, inc., florida not for profit corporation for the south florida anchor alliance (sfaa) regional marketplace project (project) from september 1, 2022 through august 21, 2024 to fund cloud based procurement platform that will establish the regional marketplace; establishing and appropriating the grant from new special revenue project fund titled sfaa regional marketplace grant in order to fund the project; further authorizing the city manager to negotiate and execute the necessary documents, amendments, addendums, extensions, renewals, and modifications, all in forms acceptable to the city attorney, in order to implement the acceptance and compliance with said grant. districts impacted: all ca.15 12942 office of the cit attorney resolution","The Miami city commission passed a resolution of the miami city commission to accept and allocate passthrough grant from the health foundation of south florida, inc. for the project."
"resolution of the miami city commission authorizing the director of finance to pay steven miro one hundred and twenty thousand dollars ($120,000.00) in full and complete settlement of any and all claims and demands by him, including all claims for attorneys' fees and costs, against the city of miami, its officers, agents, and employees in the case of steven miro vs. city of miami, case no. 19 30366 ca01, pending in the eleventh judicial circuit in miami dade county, upon the executi on of general release of his claims and demands, and dismissal of his claims against the city of miami with prejudice; allocating funds from general liability account no. 50001.301001.545013.0000.00000. districts impacted: all end of consent agenda city commission meeting agenda november 17, 2022 city of miami page 11 printed on 11 2022 ph public hearings ph.1 12823 department of housing and community development resolution","The Miami city commission authorizes the director of finance to pay steven miro one hundred and twenty thousand dollars ($120,000.00) in full and complete settlement of claims and demands."
"resolution of the miami city commission, with attachment(s), by four fifths (4 5ths) affirmative vote, after an advertised public hearing, ratifying, approving and confirming the city manager finding, attached and incorporated as exhibit a, that competitive negotiation methods and procedures are not practicable or advantageous, pursuant to section 1885(a) of the code of the city of miami, florida, as amen ded; waiving the requirements for said procedures; authorizing the allocation of funds in the amount of $150,500.00 to catholic charities of the archdiocese of miami, inc., florida not for profit corporation, for public services activities, with said funds allocated from the social services gap program fund, account no.14010.910199.481000; further authorizing the city manager to negotiate and execute any and all necessary documents, in form acceptable to the city attorney, for said purpose. districts im pacted: all ph.2 12797 department of housing and community development resolution","The Miami city commission ratifies the resolution of the miami city commission, with attachment(s), by four fifths (4 5ths) affirmative vote, ratifying, approving and confirming the city manager finding that competitive negotiation methods and procedures are not practicable or advantageous."
"resolution of the miami city commission, with attachment(s), authorizing the transfer of community development block grant (cdbg) funds in the public service category from fiscal year 2022 2023, in the amount $184,868.45, to allapattah community action, inc., florida not for profit corporation, for public service activities, as more particularly described in exhibit a, attached and incorporated; further authorizing the city manager to negotiate and execute any and all necessary documents, including amendments and modifications, all in forms acceptable to the city attorney, for said purpose. districts impacted: all city commission meeting agenda november 17, 2022 city of miami page 12 printed on 11 2022 ph.3 12796 department of housing and community development resolution",The Miami city commission approved the transfer of community development block grant (cdbg) funds in the public service category from fiscal year 2022 2023.
"resolution of the miami city commission authorizing the acceptance of additional emergency rental assistance (era2) funds in the total amount of $5,518,130.34 from the united states department of the treasury and authorizing the llocation of such funds to provide assistance to eligible households through the existing city of miami (city) emergency rental assistance program; further authorizing the city manager to negotiate and execute any and all necessary documents, in form cceptable to the city attorney, subject to all federal, state, and local laws that regulate the use of such funds, for said purpose. districts impacted: all ph.4 12791 department of housing and community development resolution","The Miami city commission authorizes the acceptance of additional emergency rental assistance (era2) funds in the total amount of $5,518,130.34 from the United States department of the treasury."
"resolution of the miami city commission, with attachment(s), authorizing the transfer of community development block grant funds, in the economic development category, from fiscal year 2022 2023 in the amount $454,107.00 to department of real estate and asset management for the urchase and installation of new air conditioner units for the barnyard community center, as more particularly described in exhibit a, attached and incorporated; further authorizing the city manager to negotiate and execute any and all necessary documents including amendments and modifications, all in forms acceptable to the city attorney, for said purpose. districts impacted: district city commission meeting agenda november 17, 2022 city of miami page 13 printed on 11 2022 ph.5 12441 department of resilience and public works resolution",The Miami city commission authorizes the transfer of community development block grant funds from fiscal year 2022 2023 in the economic development category to department of resilience and public works.
"resolution of the miami city commission, with atta chment(s), designating the properties located at 5601, 5615, and 5645 southwest street, miami, florida 33134 as brownfield area within the city of miami, florida, pursuant to chapter 376.80(2)(c), florida statutes districts impacted: district histo ry: 09 22 22 city commission deferred next: 11 17 22 result: deferred [unanimous] next: 11 17 2022 9:00 am mover: ken russell, commissioner, district two seconder: alex diaz de la portilla, commissioner, district one ayes: christine king, ken russell, ale diaz de la portilla, manolo reyes absent: joe carollo ph.6 12738 department of real estate and asset management resolution","Miami city commission designates the properties located at 5601, 5615 and 5645 southwest street as brownfield area within the city of Miami."
"resolution of the miami city commission, with attachment(s), authorizing the city manager to negotiate and execute grant of asement (easement), in form acceptable to the city attorney, to florida power light company, florida for profit corporation (fpl), for perpetual non exclusive easement on portion of the city owned property identified as 2111 southwest 19 stre et, folio number 01 4110 0340030, miami, florida (property), consisting of approximately nine hundred seventy eight (978) square feet, as more particularly described in exhibit a, attached and incorporated, for the purpose of construction, operation and maintenance of underground electric and appurtenant above ground equipment with the right to reconstruct, improve, change and remove all or any of the facilities within the easement area located at the property. sponsor (s): commissioner manolo re yes districts impacted: district city commission meeting agenda november 17, 2022 city of miami page 14 printed on 11 2022 ph.7 12575 department of parks and recreation resolution","The Miami city commission authorizes the city manager to negotiate and execute grant of asement (easement), in form acceptable to the city attorney, to florida power light company for perpetual non exclusive easement on portion of the city owned property."
"resolution of the miami city commission, with attachment(s), pursuant to section 376.80, florida statutes, designating the properties located at 140 and 142 so uthwest 11 street, miami, florida 33130 and known as southside park (subject property) brownfield area within the city of miami (city); directing the city manager to notify the florida department of environmental protection and the miami dade departm ent of regulatory and economic resources of the designation of the subject property as brownfield area, to undertake any other necessary related procedures, notices, and requirements for said designation, and to update the map of designated brownfield si tes to include the subject property; further authorizing the city manager to negotiate and execute any and all other documents, including any amendments, renewals, and extensions, subject to all allocations, appropriations, prior budgetary approvals, compl iance with all applicable provisions of the code of the city of miami, florida, as amended (city code), including the citys procurement ordinance, anti deficiency act, and financial integrity principles, all as set forth in chapter 18 of the city code, in forms acceptable to the city attorney, and in compliance with all applicable laws, rules, and regulations, as may be deemed necessary for said purpose. districts impacted: district history: 10 27 22 city commission passed on first reading next: 11 17 22 result: passed on first reading [unanimous] next: 11 17 2022 9:00 am mover: ken russell, commissioner, district two seconder: manolo reyes, commissioner, district four ayes: king, carollo, russell, diaz de la portilla, reyes city commission meeting agenda november 17, 2022 city of miami page 15 printed on 11 2022 ph.8 12764 department real estate and asset management resolution","The Miami city commission passed on first reading a resolution designating the properties located at 140 and 142 so uthwest 11 street, miami, florida 33130 as a brownfield area on November 17, 2022."
"resolution of the miami city commission, with attachment(s), by four fifths affirmative vote, after an advertised public hearing, ratifying, approving, and confirming the city manager recommendation and finding, attached and incorporated as exhibit a, that competitive negotiation methods and procedures are not practicable or advantageous to the city of miami; waiving the requirements for said procedures; authorizing the city manager to negotiate and exec ute revocable license agreement (license), in form acceptable to the city attorney, between the city of miami (city) and allapattah community action, inc., florida nonprofit corporation (licensee), for the continued use of the city owned proper ty located at 1710 northwest 22 place, folio no. 01 3134 0280200 miami, florida to provide elderly individuals with daily lunch time meals and educational and recreational activities, for an annual use fee equal to two hundred ($200.00) dollars, plus taxe (if applicable), with terms and conditions as more specifically set forth in said agreement districts impacted: district ph.9 12765 department of real estate and asset management resolution","The Miami city commission ratifies a resolution of the miami city commission, by four fifths affirmative vote, ratifying, approving, and confirming the city manager recommendation and finding."
"resolution of the miami city commission, with attachment( s), by four fifths affirmative vote, after an advertised public hearing, ratifying, approving, and confirming the city manager recommendation and finding, attached and incorporated as exhibit a, that competitive negotiation methods and procedures are not practicable or advantageous to the city of miami; waiving the requirements for said procedures; authorizing the city manager to negotiate and execute revocable license agreement (license) between the city of miami (city) and allapattah community action, inc., (licensee) for the licensees use of the city owned property located at 1836 northwest 22nd place, miami, florida for the purpose of providing low cost day care service to area residents for monthly use fee equal to fifty dollars ($50.00 plus taxes, if applicable with terms and conditions as more specifically set forth in said agreement; further authorizing the city manager to negotiate and execute all necessary documents, including amendments and modifications to said agreement, in fo rm acceptable to the city attorney, as may be necessary. districts impacted: district city commission meeting agenda november 17, 2022 city of miami page 16 printed on 11 2022 ph.10 12856 department of real estate and asset management resolution",The Miami city commission ratifies a resolution that competitive negotiation methods and procedures are not practicable or advantageous to the city of Miami and waives the requirements for said procedures.
"resolution of the miami city commission, with attachment(s), by four fifths affirmative vot e, after an advertised public hearing, ratifying, approving, and confirming the city manager recommendation and finding, attached and incorporated as exhibit a, that competitive negotiation methods and procedures are not practicable or advantageous to the city of miami; waiving the requirements for said procedures; authorizing the city manager to negotiate and execute revocable license agreement (license), in form acceptable to the city attorney, between the city of miami (city) and shake aleg, miami inc. (salm), florida not for profit corporation, for use of city owned bayfront property and ancillary adjacent areas located at 2600 south bayshore drive, miami, fl, 33133 for the operation of public recreation center to provide water depende nt marine recreational, environmental, cultural, and educational opportunities to city of miami residents, organized youth groups, disadvantaged sectors of the public, organized community groups, and the general public (project); further accepting, alloc ating, budgeting, and appropriating the contribution from salm to serve as matching funds for the repairs of the baywalk at the property (baywalk improvements); further authorizing the city manager to negotiate and execute such agreements or other docume nts, including amendments to the license, in form acceptable to the city attorney, as may be necessary to proceed with the project and baywalk improvements, all in compliance with all applicable federal, state and local laws, and state of florida submerg ed land lease provisions. sponsor (s): commissioner ken russell districts impacted: district city commission meeting agenda november 17, 2022 city of miami page 17 printed on 11 2022 ph.11 12897 resolution",The Miami city commission ratifies a resolution that competitive negotiation methods and procedures are not practicable or advantageous to the city of miami. It authorizes the city manager to negotiate and execute revocable license agreement.
"resolution of the miami city commission, with attachment(s), pursuant to section 18 85(a) of the code of the city of miami, flo rida, as amended (city code), by four fifths (4 5ths) affirmative vote, after an advertised public hearing, ratifying, approving, and confirming the city manager findings, attached and incorporated as exhibit a, that competitive negotiation methods and procedures are not practicable or advantageous for the city of miami (city) and waiving the requirements for said procedures; authorizing the allocation of grant funds from the district commissioner share of the citys anti poverty initiative total amount not to exceed one hundred fifty thousand dollars ($150,000.00) to believers of authority ministries, inc., florida not for profit corporation (believers of authority), in support of the believers of authority placement services program further authorizing the city manager to negotiate and execute any and all documents necessary, all in forms acceptable to the city attorney, for said purpose. sponsor (s): commissioner ken russell districts impacted: city commission meeting agenda november 17, 2022 city of miami page 18 printed on 11 2022 ph.12 12894 resolution re solution of the miami city commission, with attachment(s), pursuant to section 18 85(a) of the code of the city of miami, florida, as amended (city code), by four fifths (4 5ths) affirmative vote, after an advertised public hearing, ratifying, approvin g, and confirming the city manager findings, attached and incorporated as exhibit a, that competitive negotiation methods and procedures are not practicable or advantageous for the city of miami (city) and waiving the requirements for said procedures authorizing the allocation of grant funds from the district commissioner share of the citys anti poverty initiative in total amount not to exceed three hundred seventy three thousand seven hundred fifty dollars ($373,750.00) to sunshine for all, inc., florida not for profit corporation (sunshine for all), in support of the senior meals program; further authorizing the city manager to negotiate and execute any and all documents necessary, all in forms acceptable to the city attorney, for said urpose. sponsor (s): commissioner manolo reyes districts impacted: city commission meeting agenda november 17, 2022 city of miami page 19 printed on 11 2022 ph.13 12925 resolution",The miami city commission passed a resolution that competitive negotiation methods and procedures are not practicable or advantageous for the city of Miami and waiving the requirements for said procedures. It also approved the allocation of grant funds from the district commissioner share of the city's anti poverty initiative.
"resolution of the miami city commission, with attachment(s), by four fifths (4 5ths) affirmative vote, after an advertised public hearing, ratifying, approving, and confirming the city manager finding(s) and recommendation(s), attached and incorporated as exhibit b, that competitive negotiation methods and procedures are not practicable or advantageous to the city of miami (city) pursuant to section 1885(a) of the code of the city of miami, florida, as amended (city code); waiving the requirements for said procedures; allocating and appropriating american rescue plan act of 2021 (arpa) coronavirus state and local fiscal recovery funds, on reim bursement basis, in total amount not to exceed one million dollars ($1,000,000.00) (grant) to camara de comercio latina de los estados unidos (camacol), inc., florida not for profit corporation (camacol), in order to implement its youth and minorit employment and job training programs in the tech and digital media sectors, subject to all federal, state, and local laws that regulate the use of such funds for said purpose; authorizing the city manager to negotiate and execute grant agreement, in form acceptable to the city attorney, with camacol and any and all other necessary documents, modifications, and amendments, all in forms acceptable to the city attorney, for said purpose. sponsor (s): commissioner alex diaz de la portilla districts mpacted: end of public hearings city commission meeting agenda november 17, 2022 city of miami page 20 printed on 11 2022 re resolutions re.1 12578 office of the city attorney resolution",The Miami city commission ratifies a resolution that competitive negotiation methods and procedures are not practicable or advantageous to the city of Miami.
"resolution of the miami city commission mitigating the code enforcement fine for case number ce2021003957 on property address 7301 belle meade island drive, miami, florida, after hearing as required by section 817 of the code of the city of miami, florida, as amended; authorizing the amount approved as full and final settlement and the city manager or designee to execute any and all documents necessa ry, all in forms acceptable to the city attorney, for the purposes stated herein. districts impacted: district history: 10 27 22 city commission continued next: 11 17 22 result: continued [unanimous] next: 11 17 2022 9:00 am mover: ken russell, commis sioner, district two seconder: joe carollo, vice chair, district three ayes: king, carollo, russell, diaz de la portilla, reyes city commission meeting agenda november 17, 2022 city of miami page 21 printed on 11 2022 re.2 12936 resolution",Miami city commission mitigating the code enforcement fine for case number ce2021003957 on property address 7301 belle meade island drive.
"resolution of the miami city commission, with attachment(s), rescinding resolution no. 220420 adop ted by the miami city commission on october 27, 2022 and replacing in lieu thereof with resolution of the miami city commission, with attachment(s), authorizing loan in an amount not to exceed one million eight hundred thousand dollars ($1,800,000.00) in american rescue plan act of 2021 (arpa) funds (arpa funds) to stadium tower apartments llc, florida limited liability company (developer), to construct new affordable housing development that will contain no fewer than sixty (60) city of miami assisted residential rental units for eligible residents whose annual income is equal to or less than seventy percent (70%) of area median income, as published annually by the united states department of housing and urban development, to be known as stadi um tower apartments located at approximately the northwest corner of northwest 23 street and northwest avenue in miami, florida, as more particularly described in exhibit a, attached and incorporated (project), where disbursement of the arpa funds is subject to the receipt by the city manager of the written approval of the loan by the citys housing and commercial loan committee (hclc approval), and subject to the receipt by the city manager of the written approval of the loan by the citys arpa con sultant, or its successor (consultant approval), and subject to the terms, conditions, and restrictions contained herein, in the hclc approval, and in the consultant approval; further authorizing the city manager to negotiate and execute any and all nece ssary documents, including amendments, extensions, and modifications, all in forms acceptable to the city attorney, for said purpose; providing for an effective date. sponsor (s): commissioner alex diaz de la portilla districts impacted: re.3 1267 office of management and budget resolution","The miami city commission rescinding resolution no. 220420 on october 27th, 2022 and replacing it with resolution of the Miami city commission, with attachment(s), authorizing loan in an amount not to exceed one million eight hundred thousand dollars ($1,800,000.00"
"resolution of the miami city commission, with attachment(s), amending appropriations relating to operational and budgetary requirements for the fiscal year ending september 30, 2022. districts impacted: variou city commission meeting agenda november 17, 2022 city of miami page 22 printed on 11 2022 re.4 12663 department of fire rescue resolution","The Miami city commission amends appropriations relating to operational and budgetary requirements for the fiscal year ending September 30, 2022."
"resolution of the miami city commission authorizing the city manager to accept grant funding in the amount of $1,332,150.00 from the department of homeland security, federal emergency management agency (fema) for the purpose of providing administrative and program management, training, support, equipment cache procurement, maintenance, and storage for the south florida urban search and rescue (usar) program (grant); establishing new special reve nue project titled fiscal year 2022 department of homeland security fema usar cooperative agreement; appropriating funds in the amount of $1,332,150.00, consisting of the grant funding; further authorizing the city manager to negotiate and execute any and all necessary documents, including amendments, renewals, and extensions, all in forms acceptable to the city attorney, in order to implement the acceptance of and compliance with said grant; providing for an effective date. districts impacted: all city commission meeting agenda november 17, 2022 city of miami page 23 printed on 11 2022 re.5 12528 department of fire rescue resolution","The Miami city commission authorized the city manager to accept grant funding in the amount of $1,332,150.00 from the department of homeland security."
